<<<<<<< HEAD
tender_no.,agency,tender_description,award_date,tender_detail_status,supplier_name,awarded_amt,additional_info,building_name,building_no,expiry_date,grade,postal_code,street_name,tel_no,uen_no,unit_no,workhead
IDA000ETT15000109,Government Technology Agency (GovTech),"DESIGN, DEVELOP, SUPPLY, INTEGRATE, DEPLOY, TEST, COMMISSION AND OPERATE A SENSOR DATA EXCHANGE PLATFORM FOR THE INFOCOMM DEVELOPMENT AUTHORITY",2016-03-01,Awarded to Suppliers,NCS PTE. LTD.,4640530.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IDA000ETT15000111,Government Technology Agency (GovTech),"APPLICATION MAINTENANCE, OPERATION SUPPORT AND ENHANCEMENT SERVICES FOR STUDENT HUB SYSTEM FOR MINISTRY OF EDUCATION (MOE)",2016-06-23,Awarded to Suppliers,NCS PTE. LTD.,9093655.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IDA000ETT15000125,Government Technology Agency (GovTech),"FOR THE PROVISION OF HARDWARE AND SOFTWARE MAINTENANCE SERVICES TO MINISTRY OF HEALTH, HEALTH PROMOTION BOARD AND HEALTH SCIENCES AUTHORITY",2016-05-03,Awarded to Suppliers,NCS PTE. LTD.,3295926.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IDA000ETT16000002,Government Technology Agency (GovTech),FOR THE PROVISION OF AGILE AND ICT TECHNICAL SPECIALISTS SERVICES,2016-08-01,Awarded to Suppliers,NCS PTE. LTD.,1.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IDA000ETT16000030,Government Technology Agency (GovTech),"FOR THE PROVISION OF IT APPLICATION DEVELOPMENT AND MAINTENANCE SERVICES FOR GOVERNMENT MINISTRIES/DEPARTMENTS,STATUTORY BOARDS, ORGANS OF STATE AND PARTICIPATING ENTITIES",2016-10-28,Awarded to Suppliers,NCS PTE. LTD.,1.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IDA000ETT16000035,Government Technology Agency (GovTech),"For The Design, Development, Supply, Delivery, Installation, Testing and Commissioning of CitizenConnect Centre Plus (CCC+) with an option for maintenance",2016-09-06,Awarded to Suppliers,NCS PTE. LTD.,78393.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IDA000ETT16000040,Government Technology Agency (GovTech),"For The Supply, Delivery, Installation, Testing, Commissioning, Migration of GDC Hardware and Software with Maintenance Support Service",2016-12-19,Awarded to Suppliers,NCS PTE. LTD.,4711351.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IDA000ETT16000042,Government Technology Agency (GovTech),"For The Provision of Network Equipment and Cabling Infrastructure to Government Ministries/Departments, Statutory Boards, Organs of State and Participating Universities.",2017-03-14,Awarded to Suppliers,NCS PTE. LTD.,1.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IDA000ETT16000046,Government Technology Agency (GovTech),"SUPPLY, DESIGN, DEVELOPMENT, DELIVERY, INSTALLATION, TESTING, TRAINING AND COMMISSIONING WITH AN OPTION TO MAINTAIN A FULLY OPERATIONAL MOH HEALTHCARE CLAIMS PORTAL (MHCP) FOR THE MINISTRY OF HEALTH (MOH).",2017-01-27,Awarded to Suppliers,NCS PTE. LTD.,2337560.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IDA000ETT16000051,Government Technology Agency (GovTech),"For the Supply, Delivery, Support of Whole of Government Application Analytics Software with an option for maintenance of software",2017-04-03,Awarded to Suppliers,NCS PTE. LTD.,943055.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IDA000ETT16000057,Government Technology Agency (GovTech),"BULK TENDER FOR THE PROVISION OF REMOTE ACCESS MANAGEMENT SERVICE TO GOVERNMENT MINISTRIES/DEPARTMENTS, STATUTORY BOARDS, AND ORGANS OF STATE",2017-01-03,Awarded to Suppliers,NCS PTE. LTD.,1.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IDA000ETT16000060,Government Technology Agency (GovTech),"FOR THE IMPLEMENTATION, OPERATIONS, MANAGEMENT AND MAINTENANCE SUPPORT OF THE GOVERNMENT DATA CENTER (GDC) CORE INFRASTRUCTURE (PR161021-G)",2016-12-13,Awarded to Suppliers,NCS PTE. LTD.,101536097.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IDA000ETT16000068,Government Technology Agency (GovTech),"APPLICATION MAINTENANCE AND SUPPORT FOR INTRANET PORTAL, COMMON AND CUSTOMIZED APPLICATIONS FOR SINGAPORE CUSTOMS",2017-09-07,Awarded to Suppliers,NCS PTE. LTD.,1.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IDA000ETT16000072,Government Technology Agency (GovTech),"FOR THE PROVISION OF SERVER, STORAGE AND LOAD BALANCER TO GOVERNMENT MINISTRIES/DEPARTMENTS, STATUTORY BOARDS, ORGANS OF STATE AND PARTICIPATING UNIVERSITIES",2017-07-12,Awarded to Suppliers,NCS PTE. LTD.,1.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IDA000ETT16000073,Government Technology Agency (GovTech),"FOR THE IMPLEMENTATION, OPERATIONS, MANAGEMENT, MAINTENANCE AND SUPPORT OF AN IT SERVICE MANAGEMENT (ITSM) SYSTEM (PR161200)",2017-01-17,Awarded to Suppliers,NCS PTE. LTD.,4397315.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IDA000ETT16000077,Government Technology Agency (GovTech),"FOR THE PROVISION OF SERVICES FOR IT FACILITY MANAGEMENT TO MINISTRY OF HEALTH, PROFESSIONAL BOARDS, HEALTH PROMOTION BOARD AND HEALTH SCIENCES AUTHORITY",2017-04-10,Awarded to Suppliers,NCS PTE. LTD.,9195840.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IDA000ETT16000079,Government Technology Agency (GovTech),"FOR THE SUPPLY, DELIVERY, SUPPORT OF SOFTWARE SOLUTIONS TO SUPPORT GOVERNMENT PAAS PROJECT",2017-03-20,Awarded to Suppliers,NCS PTE. LTD.,138920.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IDA000ETT16000081,Government Technology Agency (GovTech),"BULK TENDER FOR THE PROVISION OF GOVERNMENT PRIVATE CLOUD SERVICES TO GOVERNMENT MINISTRIES/DEPARTMENTS, STATUTORY BOARDS, AND ORGANS OF STATE",2017-03-23,Awarded to Suppliers,NCS PTE. LTD.,1.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IDA000ETT16000084,Government Technology Agency (GovTech),"BULK TENDER FOR THE SUPPLY OF AGENCY TENANT FACILITY MANAGEMENT (ATFM) SERVICES TO GOVERNMENT MINISTRIES/DEPARTMENTS, STATUTORY BOARDS, AND ORGANS OF STATE",2017-04-06,Awarded to Suppliers,NCS PTE. LTD.,1.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IE_000ETT15000009,International Enterprise Singapore,"INVITATION TO TENDER FOR SUPPLY, DELIVERY, SUPPORT OF SERENA BUSINESS MANAGER SOFTWARE AND LICENSES",2015-08-06,Awarded to Suppliers,NCS PTE. LTD.,285610.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IE_000ETT16000010,International Enterprise Singapore,Tender for Provision of IT Disaster Recovery Services,2016-07-28,Awarded to Suppliers,NCS PTE. LTD.,879776.64,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IRA000ETT15000008,Inland Revenue Authority of Singapore,"Supply, delivery, support of McAfee Complete Data Protection Advanced Software with an option for maintenance of Software",2015-06-02,Awarded to Suppliers,NCS PTE. LTD.,143581.1,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IRA000ETT15000027,Inland Revenue Authority of Singapore,"Supply, Delivery and Support of Source Code Analysis Solution",2016-03-28,Awarded to Suppliers,NCS PTE. LTD.,167380.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IRA000ETT16000003,Inland Revenue Authority of Singapore,"Supply, development, delivery, installation, testing, implementation, commissioning, transitioning and maintenance of an electronic Tourist Refund Scheme System",2017-04-05,Awarded to Suppliers,NCS PTE. LTD.,26283997.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IRA000ETT16000011,Inland Revenue Authority of Singapore,Provision of Data Centre Services,2017-02-27,Awarded to Suppliers,NCS PTE. LTD.,204696606.3,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IRA000ETT16000015,Inland Revenue Authority of Singapore,Tender for the provision of application services for IRIN and ISDS,2017-01-26,Awarded to Suppliers,NCS PTE. LTD.,7078200.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
IRA000ETT17000010,Inland Revenue Authority of Singapore,"Supply, Delivery, Installation, Support of a Robotic Process Automation Solution",2017-10-12,Awarded to Suppliers,NCS PTE. LTD.,97023.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
ITA000ETT15000017,Ministry of Communications and Information,"INVITATION TO TENDER FOR THE DESIGN, SUPPLY, DELIVERY, INSTALLATION, SETUP, TESTING, COMMISSIONING, SUPPORT AND MAINTENANCE OF AN INTEGRATED END-TO-END INFRASTRUCTURE HOSTED IN THE GOVERNMENT DATA CENTRE 2",2016-01-12,Awarded to Suppliers,NCS PTE. LTD.,7689009.35,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
ITA000ETT16000009,Ministry of Communications and Information,INVITATION TO TENDER FOR THE PROVISION OF COMPREHENSIVE MAINTENANCE SUPPORT FOR DATA CENTRE POWER INFRASTRUCTURE EQUIPMENT AND FOR THE REPLACEMENT OF UPS BATTERIES.,2016-08-23,Awarded to Suppliers,NCS PTE. LTD.,221905.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
ITE000ETT15000021,Institute of Technical Education,iStudent Technical Upgrade,2015-05-22,Awarded to Suppliers,NCS PTE. LTD.,497805.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
ITE000ETT15000080,Institute of Technical Education,"Joint IHLs Period Tender for the Supply, Delivery, Installation, Testing, Commissioning and Support of Personal Computers, Notebooks, Printers and Accessories",2016-03-31,Awarded to Suppliers,NCS PTE. LTD.,7438.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
ITE000ETT16000052,Institute of Technical Education,Maintenance of College West Network Equipment and ITE-Wide Security Equipment,2016-12-12,Awarded to Suppliers,NCS PTE. LTD.,699803.21,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
ITE000ETT17000045,Institute of Technical Education,"Maintenance of Ironport Email Security Gateways for one year, with an option to extend for another one year",2017-12-12,Awarded to Suppliers,NCS PTE. LTD.,120200.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
JTC000ETT15000007,Jurong Town Corporation,"Engagement of Services to Provide Maintenance Contract for Network, Server and IP Telepony Equipment for Jurong Town Corporation",2015-04-01,Awarded to Suppliers,NCS PTE. LTD.,391894.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
JTC000ETT16000168,Jurong Town Corporation,I Provision of Smart Estate Consultancy Services for Woodlands North Coast II Provision of Smart Estate Consultancy Services for Business Park in Punggol,2017-07-03,Awarded to Suppliers,NCS PTE. LTD.,2926000.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
JTC000ETT16000202,Jurong Town Corporation,"Requirement Study, Supply, Setup, Customisation, Test, Implementation, Public Cloud Hosting and Maintaining of Integrated Smart Estate and Building Operations System for JTC Corporation",2017-06-12,Awarded to Suppliers,NCS PTE. LTD.,45933813.42,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
JUDSUBETT15000003,Judiciary-State Courts,Application Maintenance and Support Services for Small Claims Tribunals System 2 (SCT2),2015-06-12,Awarded to Suppliers,NCS PTE. LTD.,403132.39,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
JUDSUBETT16000015,Judiciary-State Courts,Provision of IT Disaster Recovery Service for State Courts IT Systems,2017-08-02,Awarded to Suppliers,NCS PTE. LTD.,381912.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
JUDSUPETT15000013,Judiciary-Supreme Court,ITT FOR THE PROVISION OF IT DISASTER RECOVERY SERVICES FOR THE SUPREME COURT OF SINGAPORE,2015-12-23,Awarded to Suppliers,NCS PTE. LTD.,115099.4,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
LAWHQ0ETT14000024,Ministry of Law-Ministry Headquarter,"Design, Development, Supply, Delivery, Installation, Testing, Training and Commissioning with the option to maintain, the ROMP II System",2015-04-14,Awarded to Suppliers,NCS PTE. LTD.,1080240.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
LAWHQ0ETT15000027,Ministry of Law-Ministry Headquarter,"Supply, Design, Delivery, Installation, Configuration, Agile Development in Sprints, Testing, Training, Security Audit and Commissioning of a Fully Operational Enterprise Customer Relationships Management System (eCRM) with an Option for Maintenance and Support, enhancement and Additional Training Services",2016-07-28,Awarded to Suppliers,NCS PTE. LTD.,2076205.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
LAWHQ0ETT16000002,Ministry of Law-Ministry Headquarter,Invitation to Tender for provision of Maintenance for IBM Blade Servers and V7000 Hardware,2016-02-26,Awarded to Suppliers,NCS PTE. LTD.,253736.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
LAWHQ0ETT17000001,Ministry of Law-Ministry Headquarter,"Supply, Design, Delivery, Installation, Configuration, Agile Development, Testing, Training, Data Conversion, Security Audit and Commissioning of a Fully Operational Insolvency Case Management Platform and Portals with An Option for Maintenance and Support, Enhancement and Additional Training and Services.",2017-11-08,Awarded to Suppliers,NCS PTE. LTD.,7205717.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
LAWHQ0ETT17000004,Ministry of Law-Ministry Headquarter,Invitation To Tender For Application and System Software Maintenance and Support For Ministry of Law,2017-10-25,Awarded to Suppliers,NCS PTE. LTD.,9409129.46,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
LTA000ETT14000255,Land Transport Authority,Operations and Maintenance Services for Vehicle Registration and Licensing System (VRLS),2015-06-12,Awarded to Suppliers,NCS PTE. LTD.,78754126.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
LTA000ETT15000011,Land Transport Authority,"Hosting, Operation and Maintenance of LTA Systems",2015-06-11,Awarded to Suppliers,NCS PTE. LTD.,57888520.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
LTA000ETT15000151,Land Transport Authority,Renewal of Software and Hardware Maintenance Services for IT Systems,2015-09-03,Awarded to Suppliers,NCS PTE. LTD.,1963438.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
LTA000ETT15000198,Land Transport Authority,Provision of ICT Specialist Resources,2015-11-16,Awarded to Suppliers,NCS PTE. LTD.,1.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
LTA000ETT17300182,Land Transport Authority,Procurement of Software License Maintenance,2017-12-15,Awarded by Items,NCS PTE. LTD.,4730520.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
MAS000ETT14000086,Monetary Authority of Singapore,"INVITATION TO TENDER FOR (I) RENEWAL OF XCEEDIUM LICENCES AND ON-SITE SUPPORT, AND (II) PURCHASE OF XNODE LICENCES",2015-01-02,Awarded to Suppliers,NCS PTE. LTD.,84036.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
MAS000ETT15000038,Monetary Authority of Singapore,INVITATION TO TENDER FOR MAINTENANCE SUPPORT FOR NETWORK DEVICES,2015-08-24,Awarded to Suppliers,NCS PTE. LTD.,41968.2,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
MAS000ETT16000001,Monetary Authority of Singapore,INVITATION TO TENDER FOR THE IMPLEMENTATION OF A PASSWORD VAULT WITH SUPPORT AND MAINTENANCE FOR THREE (3) YEARS,2016-02-19,Awarded to Suppliers,NCS PTE. LTD.,375212.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
MAS000ETT16000011,Monetary Authority of Singapore,INVITATION TO TENDER FOR (I) IBM ONDEMAND SOFTWARE SUBSCRIPTION AND SUPPORT FROM 01 APRIL 2016 TO 31 MARCH 2017; AND (II) PURCHASE OF ADDITIONAL IBM ONDEMAND LICENCES - PR1100003661 - ITD,2016-03-28,Awarded to Suppliers,NCS PTE. LTD.,37479.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
MAS000ETT17000017,Monetary Authority of Singapore,"INVITATION TO TENDER FOR THE SUPPLY, DELIVERY, INSTALLATION, TESTING, COMMISSIONING OF A WEB PROXY SOLUTION WITH AN OPTION FOR MAINTENANCE",2017-05-30,Awarded to Suppliers,NCS PTE. LTD.,138358.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
MAS000ETT17000035,Monetary Authority of Singapore,INVITATION TO TENDER FOR MAINTENANCE SUPPORT FOR NETWORK DEVICES [PR1100005515 ITD],2017-08-18,Awarded to Suppliers,NCS PTE. LTD.,64738.81,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
MAS000ETT17000040,Monetary Authority of Singapore,INVITATION TO TENDER FOR THE PROVISION OF DISASTER RECOVERY SERVICES FOR THREE YEARS WITH THE OPTION TO EXTEND FOR TWO YEARS - PR1100005648 - ITD,2017-11-07,Awarded to Suppliers,NCS PTE. LTD.,1220976.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
MDA000ETT14000035,Info-communications Media Development Authority,Tender for ORACLE Relational Database Management System (RDBMS) software license and support for one year with the option to extend for another year,2015-02-09,Awarded to Suppliers,NCS PTE. LTD.,307573.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
MOE000ETT15000021,Ministry of Education,"The Tender consists of 4 Services Categories: [1] Network and Server Infrastructure Relocation Services [2] IT Equipment Relocation Services [3] Network Data Point Patching Services [4] Connectivity Test for existing Fiber / LAN points The Authority reserves the right to award the tender in parts, in accordance to the above 4 service categories.",2015-08-24,Awarded to Suppliers,NCS PTE. LTD.,272000.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
MOE000ETT15000306,Ministry of Education,THE SUPPLY OF IT HARDWARE AND SOFTWARE MAINTENANCE SERVICES FOR THE MINISTRY OF EDUCATION,2016-05-20,Awarded to Suppliers,NCS PTE. LTD.,8282578.48,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
MOE000ETT16000049,Ministry of Education,For the Implementation and Operations of Schools Standard ICT Operating Environment 2 (SSOE 2) Infrastructure,2017-03-27,Awarded to Suppliers,NCS PTE. LTD.,800000000.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
MOE000ETT16000177,Ministry of Education,"FOR THE SUPPLY, DELIVERY, SUPPORT OF MICROSOFT (OR EQUIVALENT) PRODUCTS AND SERVICES AGREEMENT FOR THE MINISTRY OF EDUCATION (MOE) AND SCHOOLS",2017-07-11,Awarded to Suppliers,NCS PTE. LTD.,4303000.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
MOE000ETT16000184,Ministry of Education,For the Implementation and Operations of the SSOE 2 Messaging Systems - CES 2.0 and ICON 2.0,2017-09-30,Awarded to Suppliers,NCS PTE. LTD.,33224872.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
MOE000ETT16000187,Ministry of Education,The Period Bulk Supply of The Schools Standard ICT Operating Environment 2 (SSOE 2) End User Computing Devices (EUCD),2017-08-25,Awarded to Suppliers,NCS PTE. LTD.,33531791.1,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
MOMHQ0ETT14000016,Ministry of Manpower-Ministry Headquarter,Invitation to Tender For The Provision Of Call And Email Services And Management For Ministry Of Manpower (MOM),2015-02-23,Awarded to Suppliers,NCS PTE. LTD.,223028240.0,na,NCS HUB,5,1/4/2017,L1,569141,ANG MO KIO STREET 62,98626145,198101793G,na,ME02
